# Score Result
| ID | length | state | recall | prec | matched_brackets | gold_brackets | test_brackets | cross_brackets | words | correct_tags | tag_accracy |
| 924|       7|      0|    0.00|  0.00|                 0|              4|             26|               4|      7|             7|            1|
| 925|      23|      0|    0.00|  0.00|                 0|             17|             90|              28|     23|            23|            1|
| 926|       9|      0|    0.00|  0.00|                 0|              8|             34|               8|      9|             9|            1|
| 927|      27|      0|    0.00|  0.00|                 0|             21|            106|              36|     27|            27|            1|
| 928|      26|      0|    0.00|  0.00|                 0|             19|            102|              40|     26|            26|            1|
| 929|      20|      0|    0.00|  0.00|                 0|             16|             78|              20|     20|            20|            1|
| 930|       8|      0|    0.00|  0.00|                 0|              5|             30|              10|      8|             8|            1|
| 931|      27|      0|    0.06|  0.01|                 1|             17|            106|              28|     27|            27|            1|
| 932|      22|      0|    0.06|  0.01|                 1|             17|             86|              36|     22|            22|            1|
| 933|      25|      0|    0.00|  0.00|                 0|             16|             98|              40|     25|            25|            1|
| 934|      21|      0|    0.00|  0.00|                 0|             23|             82|              32|     21|            21|            1|
| 935|      14|      0|    0.07|  0.02|                 1|             15|             54|              20|     14|            14|            1|
| 936|      29|      0|    0.00|  0.00|                 0|             21|            114|              46|     29|            29|            1|
| 937|      14|      0|    0.00|  0.00|                 0|              7|             54|              18|     14|            14|            1|
| 938|      30|      0|    0.04|  0.01|                 1|             25|            118|              42|     30|            30|            1|
| 939|      34|      0|    0.00|  0.00|                 0|             23|            134|              50|     34|            34|            1|
| 940|      13|      0|    0.00|  0.00|                 0|             12|             50|              12|     13|            13|            1|
| 941|      18|      0|    0.06|  0.01|                 1|             17|             70|              26|     18|            18|            1|
| 942|      14|      0|    0.00|  0.00|                 0|             10|             54|              18|     14|            14|            1|
| 943|      16|      0|    0.00|  0.00|                 0|             15|             62|              26|     16|            16|            1|
| 944|      26|      0|    0.00|  0.00|                 0|             15|            102|              40|     26|            26|            1|
| 945|      11|      0|    0.00|  0.00|                 0|              7|             42|              12|     11|            11|            1|
| 946|      23|      0|    0.06|  0.01|                 1|             17|             90|              30|     23|            23|            1|
| 947|      25|      0|    0.00|  0.00|                 0|             17|             98|              36|     25|            25|            1|
| 948|      12|      0|    0.14|  0.02|                 1|              7|             46|               8|     12|            12|            1|
| 949|      26|      0|    0.00|  0.00|                 0|             22|            102|              46|     26|            26|            1|
| 950|      19|      0|    0.00|  0.00|                 0|             13|             74|              20|     19|            19|            1|
| 951|      13|      0|    0.00|  0.00|                 0|             10|             50|              14|     13|            13|            1|
| 952|      35|      0|    0.00|  0.00|                 0|             30|            138|              56|     35|            35|            1|
| 953|      35|      0|    0.00|  0.00|                 0|             29|            138|              48|     35|            35|            1|
| 954|      19|      0|    0.00|  0.00|                 0|             15|             74|              30|     19|            19|            1|
| 955|      27|      0|    0.00|  0.00|                 0|             16|            106|              32|     27|            27|            1|
| 956|      14|      0|    0.00|  0.00|                 0|             10|             54|              12|     14|            14|            1|
| 957|      33|      0|    0.04|  0.01|                 1|             26|            130|              44|     33|            33|            1|
| 958|      22|      0|    0.00|  0.00|                 0|             16|             86|              34|     22|            22|            1|
| 959|      30|      0|    0.08|  0.02|                 2|             26|            118|              48|     30|            30|            1|
| 960|      29|      0|    0.09|  0.02|                 2|             23|            114|              44|     29|            29|            1|
| 961|       9|      0|    0.00|  0.00|                 0|              8|             34|               8|      9|             9|            1|
| 962|      14|      0|    0.00|  0.00|                 0|             12|             54|              20|     14|            14|            1|
| 963|      16|      0|    0.07|  0.02|                 1|             14|             62|              20|     16|            16|            1|
| 964|      38|      0|    0.00|  0.00|                 0|             30|            150|              60|     38|            38|            1|
| 965|      24|      0|    0.00|  0.00|                 0|             19|             94|              42|     24|            24|            1|
| 966|      20|      0|    0.00|  0.00|                 0|             16|             78|              26|     20|            20|            1|
| 967|      20|      0|    0.00|  0.00|                 0|             11|             78|              28|     20|            20|            1|
| 968|       8|      0|    0.00|  0.00|                 0|              8|             30|               8|      8|             8|            1|
| 969|      35|      0|    0.08|  0.01|                 2|             25|            138|              46|     35|            35|            1|
| 970|      37|      0|    0.00|  0.00|                 0|             28|            146|              56|     37|            37|            1|
| 971|      24|      0|    0.00|  0.00|                 0|             17|             94|              32|     24|            24|            1|
| 972|      25|      0|    0.00|  0.00|                 0|             15|             98|              38|     25|            25|            1|
| 973|      14|      0|    0.00|  0.00|                 0|             10|             54|              20|     14|            14|            1|
| 974|      12|      0|    0.00|  0.00|                 0|              7|             46|              14|     12|            12|            1|
| 975|       2|      0|    0.00|  0.00|                 0|              1|              6|               0|      2|             2|            1|
| 976|      11|      0|    0.00|  0.00|                 0|             11|             42|              14|     11|            11|            1|
| 977|      25|      0|    0.05|  0.01|                 1|             19|             98|              32|     25|            25|            1|
| 978|      14|      0|    0.00|  0.00|                 0|             10|             54|              16|     14|            14|            1|
| 979|      26|      0|    0.04|  0.01|                 1|             23|            102|              38|     26|            26|            1|
| 980|      14|      0|    0.00|  0.00|                 0|              7|             54|              12|     14|            14|            1|
| 981|      30|      0|    0.00|  0.00|                 0|             20|            118|              40|     30|            30|            1|
| 982|      29|      0|    0.00|  0.00|                 0|             20|            114|              50|     29|            29|            1|
| 983|       5|      0|    0.00|  0.00|                 0|              4|             18|               4|      5|             5|            1|
| 984|      14|      0|    0.00|  0.00|                 0|             12|             54|              18|     14|            14|            1|
| 985|      15|      0|    0.09|  0.02|                 1|             11|             58|              20|     15|            15|            1|
| 986|      21|      0|    0.00|  0.00|                 0|             13|             82|              32|     21|            21|            1|
| 987|       7|      0|    0.00|  0.00|                 0|              5|             26|               4|      7|             7|            1|
| 988|      19|      0|    0.00|  0.00|                 0|              9|             74|              22|     19|            19|            1|
| 989|       2|      0|    0.00|  0.00|                 0|              1|              6|               0|      2|             2|            1|
| 990|      11|      0|    0.00|  0.00|                 0|              6|             42|              14|     11|            11|            1|
| 991|       6|      0|    0.00|  0.00|                 0|              4|             22|               2|      6|             6|            1|
| 992|       2|      0|    0.00|  0.00|                 0|              1|              6|               0|      2|             2|            1|
| 993|      12|      0|    0.00|  0.00|                 0|              9|             46|              18|     12|            12|            1|
| 994|      25|      0|    0.06|  0.01|                 1|             16|             98|              36|     25|            25|            1|
| 995|       6|      0|    0.00|  0.00|                 0|              4|             22|               6|      6|             6|            1|
| 996|      23|      0|    0.00|  0.00|                 0|             17|             90|              30|     23|            23|            1|
| 997|      39|      0|    0.00|  0.00|                 0|             36|            154|              54|     39|            39|            1|
| 998|       2|      0|    0.00|  0.00|                 0|              1|              6|               0|      2|             2|            1|
| 999|      19|      0|    0.00|  0.00|                 0|             16|             74|              26|     19|            19|            1|
|1000|      33|      0|    0.00|  0.00|                 0|             33|            130|              56|     33|            33|            1|
|1001|      46|      0|    0.00|  0.00|                 0|             36|            182|              72|     46|            46|            1|
|1002|      16|      0|    0.00|  0.00|                 0|              9|             62|              26|     16|            16|            1|
|1003|      12|      0|    0.00|  0.00|                 0|             10|             46|              14|     12|            12|            1|
|1004|      33|      0|    0.00|  0.00|                 0|             19|            130|              40|     33|            33|            1|
|1005|      39|      0|    0.00|  0.00|                 0|             31|            154|              64|     39|            39|            1|
|1006|      25|      0|    0.00|  0.00|                 0|             20|             98|              40|     25|            25|            1|
|1007|      10|      0|    0.00|  0.00|                 0|              6|             38|               6|     10|            10|            1|
|1008|       1|      0|    0.00|  0.00|                 0|              1|              2|               0|      1|             1|            1|
|1009|      18|      0|    0.00|  0.00|                 0|             11|             70|              22|     18|            18|            1|
|1010|      29|      0|    0.00|  0.00|                 0|             21|            114|              38|     29|            29|            1|
|1011|      29|      0|    0.00|  0.00|                 0|             27|            114|              42|     29|            29|            1|
|1012|      41|      0|    0.06|  0.01|                 2|             35|            162|              58|     41|            41|            1|
|1013|       8|      0|    0.00|  0.00|                 0|              6|             30|              10|      8|             8|            1|
|1014|      22|      0|    0.00|  0.00|                 0|             23|             86|              32|     22|            22|            1|
|1015|      30|      0|    0.05|  0.01|                 1|             20|            118|              44|     30|            30|            1|
|1016|      20|      0|    0.00|  0.00|                 0|             16|             78|              34|     20|            20|            1|
|1017|      26|      0|    0.00|  0.00|                 0|             18|            102|              30|     26|            26|            1|
|1018|      23|      0|    0.07|  0.01|                 1|             15|             90|              34|     23|            23|            1|
|1019|      10|      0|    0.00|  0.00|                 0|              6|             38|               4|     10|            10|            1|
|1020|      39|      0|    0.00|  0.00|                 0|             24|            154|              46|     39|            39|            1|
|1021|      37|      0|    0.06|  0.01|                 2|             32|            146|              50|     37|            37|            1|
|1022|      38|      0|    0.00|  0.00|                 0|             24|            150|              54|     38|            38|            1|
|1023|      23|      0|    0.00|  0.00|                 0|             15|             90|              32|     23|            23|            1|
|1024|      20|      0|    0.00|  0.00|                 0|             18|             78|              26|     20|            20|            1|
|1025|      36|      0|    0.00|  0.00|                 0|             32|            142|              58|     36|            36|            1|
|1026|      49|      0|    0.00|  0.00|                 0|             41|            194|              80|     49|            49|            1|
|1027|      16|      0|    0.00|  0.00|                 0|              8|             62|              18|     16|            16|            1|
|1028|      18|      0|    0.00|  0.00|                 0|              8|             70|              20|     18|            18|            1|
|1029|      52|      0|    0.00|  0.00|                 0|             33|            206|              72|     52|            52|            1|
|1030|      12|      0|    0.00|  0.00|                 0|             10|             46|              18|     12|            12|            1|
|1031|      13|      0|    0.00|  0.00|                 0|             10|             50|              20|     13|            13|            1|
|1032|      16|      0|    0.00|  0.00|                 0|             11|             62|              20|     16|            16|            1|
|1033|      33|      0|    0.00|  0.00|                 0|             21|            130|              48|     33|            33|            1|
|1034|      29|      0|    0.05|  0.01|                 1|             21|            114|              42|     29|            29|            1|
|1035|       9|      0|    0.20|  0.03|                 1|              5|             34|               6|      9|             9|            1|
|1036|      24|      0|    0.00|  0.00|                 0|             17|             94|              34|     24|            24|            1|
|1037|      44|      0|    0.03|  0.01|                 1|             35|            174|              68|     44|            44|            1|
|1038|      13|      0|    0.10|  0.02|                 1|             10|             50|              16|     13|            13|            1|
|1039|      20|      0|    0.00|  0.00|                 0|             19|             78|              18|     20|            20|            1|
|1040|      33|      0|    0.00|  0.00|                 0|             28|            130|              56|     33|            33|            1|
|1041|      20|      0|    0.00|  0.00|                 0|             13|             78|              22|     20|            20|            1|
|1042|      24|      0|    0.00|  0.00|                 0|             14|             94|              20|     24|            24|            1|
|1043|      19|      0|    0.00|  0.00|                 0|             13|             74|              24|     19|            19|            1|
|1044|      19|      0|    0.00|  0.00|                 0|             13|             74|              20|     19|            19|            1|
|1045|      20|      0|    0.00|  0.00|                 0|             13|             78|              34|     20|            20|            1|
|1046|      45|      0|    0.00|  0.00|                 0|             32|            178|              64|     45|            45|            1|
|1047|      12|      0|    0.00|  0.00|                 0|              8|             46|              18|     12|            12|            1|
|1048|      53|      0|    0.03|  0.00|                 1|             37|            210|              86|     53|            53|            1|
|1049|      32|      0|    0.00|  0.00|                 0|             24|            126|              48|     32|            32|            1|
|1050|      37|      0|    0.00|  0.00|                 0|             26|            146|              58|     37|            37|            1|
|1051|      20|      0|    0.00|  0.00|                 0|             14|             78|              26|     20|            20|            1|
|1052|      15|      0|    0.00|  0.00|                 0|             11|             58|              22|     15|            15|            1|
|1053|      21|      0|    0.00|  0.00|                 0|             17|             82|              24|     21|            21|            1|
|1054|      24|      0|    0.06|  0.01|                 1|             18|             94|              32|     24|            24|            1|
|1055|      41|      0|    0.00|  0.00|                 0|             37|            162|              62|     41|            41|            1|
|1056|      32|      0|    0.04|  0.01|                 1|             28|            126|              54|     32|            32|            1|
|1057|      12|      0|    0.00|  0.00|                 0|              9|             46|              14|     12|            12|            1|
|1058|      17|      0|    0.00|  0.00|                 0|             15|             66|              24|     17|            17|            1|
|1059|      18|      0|    0.16|  0.04|                 3|             19|             70|              26|     18|            18|            1|
|1060|      19|      0|    0.00|  0.00|                 0|             16|             74|              20|     19|            19|            1|
|1061|      13|      0|    0.00|  0.00|                 0|              9|             50|              16|     13|            13|            1|
|1062|      35|      0|    0.00|  0.00|                 0|             20|            138|              48|     35|            35|            1|
|1063|      28|      0|    0.00|  0.00|                 0|             22|            110|              46|     28|            28|            1|
|1064|      32|      0|    0.00|  0.00|                 0|             26|            126|              44|     32|            32|            1|
|1065|      41|      0|    0.03|  0.01|                 1|             32|            162|              72|     41|            41|            1|
|1066|      29|      0|    0.04|  0.01|                 1|             26|            114|              40|     29|            29|            1|
|1067|      25|      0|    0.00|  0.00|                 0|             20|             98|              32|     25|            25|            1|
|1068|      31|      0|    0.03|  0.01|                 1|             30|            122|              52|     31|            31|            1|
|1069|      24|      0|    0.05|  0.01|                 1|             21|             94|              38|     24|            24|            1|
|1070|      34|      0|    0.00|  0.00|                 0|             22|            134|              48|     34|            34|            1|
|1071|      31|      0|    0.00|  0.00|                 0|             20|            122|              48|     31|            31|            1|
|1072|      15|      0|    0.00|  0.00|                 0|             13|             58|              18|     15|            15|            1|
|1073|      24|      0|    0.00|  0.00|                 0|             24|             94|              36|     24|            24|            1|
|1074|      10|      0|    0.00|  0.00|                 0|              7|             38|               8|     10|            10|            1|
|1075|      23|      0|    0.00|  0.00|                 0|             20|             90|              40|     23|            23|            1|
|1076|      15|      0|    0.00|  0.00|                 0|             14|             58|              22|     15|            15|            1|
|1077|      15|      0|    0.00|  0.00|                 0|              6|             58|              10|     15|            15|            1|
|1078|      31|      0|    0.05|  0.01|                 1|             21|            122|              40|     31|            31|            1|
|1079|      28|      0|    0.00|  0.00|                 0|             19|            110|              48|     28|            28|            1|
|1080|      26|      0|    0.04|  0.01|                 1|             23|            102|              36|     26|            26|            1|
|1081|      21|      0|    0.06|  0.01|                 1|             17|             82|              26|     21|            21|            1|
|1082|      25|      0|    0.00|  0.00|                 0|             22|             98|              36|     25|            25|            1|
|1083|      16|      0|    0.00|  0.00|                 0|             12|             62|              28|     16|            16|            1|
|1084|      11|      0|    0.00|  0.00|                 0|              7|             42|              10|     11|            11|            1|
|1085|      27|      0|    0.00|  0.00|                 0|             11|            106|              28|     27|            27|            1|
|1086|      22|      0|    0.00|  0.00|                 0|             12|             86|              32|     22|            22|            1|
|1087|       6|      0|    0.20|  0.05|                 1|              5|             22|               8|      6|             6|            1|
|1088|      13|      0|    0.00|  0.00|                 0|              7|             50|              16|     13|            13|            1|
|1089|      10|      0|    0.00|  0.00|                 0|              9|             38|              12|     10|            10|            1|
|1090|      14|      0|    0.08|  0.02|                 1|             13|             54|              24|     14|            14|            1|
|1091|      17|      0|    0.00|  0.00|                 0|             10|             66|              22|     17|            17|            1|
|1092|      16|      0|    0.00|  0.00|                 0|             14|             62|              24|     16|            16|            1|
|1093|       9|      0|    0.00|  0.00|                 0|              6|             34|               8|      9|             9|            1|
|1094|      20|      0|    0.00|  0.00|                 0|             18|             78|              30|     20|            20|            1|
|1095|      21|      0|    0.07|  0.01|                 1|             15|             82|              28|     21|            21|            1|
|1096|      26|      0|    0.00|  0.00|                 0|             19|            102|              38|     26|            26|            1|
|1097|      28|      0|    0.06|  0.01|                 1|             16|            110|              42|     28|            28|            1|
|1098|      17|      0|    0.07|  0.02|                 1|             14|             66|              18|     17|            17|            1|
|1099|      34|      0|    0.04|  0.01|                 1|             26|            134|              46|     34|            34|            1|
|1100|      20|      0|    0.00|  0.00|                 0|             14|             78|              34|     20|            20|            1|
|1101|      42|      0|    0.09|  0.02|                 3|             32|            166|              58|     42|            42|            1|
|1102|      23|      0|    0.07|  0.01|                 1|             14|             90|              32|     23|            23|            1|
|1103|      25|      0|    0.00|  0.00|                 0|             22|             98|              38|     25|            25|            1|
|1104|      22|      0|    0.06|  0.01|                 1|             18|             86|              32|     22|            22|            1|
|1105|      30|      0|    0.08|  0.02|                 2|             25|            118|              48|     30|            30|            1|
|1106|      35|      0|    0.08|  0.01|                 2|             26|            138|              54|     35|            35|            1|
|1107|      27|      0|    0.00|  0.00|                 0|             18|            106|              38|     27|            27|            1|
|1108|      30|      0|    0.04|  0.01|                 1|             24|            119|              49|     30|            30|            1|
|1109|      18|      0|    0.00|  0.00|                 0|             13|             70|              30|     18|            18|            1|
|1110|       5|      0|    0.33|  0.06|                 1|              3|             18|               4|      5|             5|            1|
|1111|      19|      0|    0.00|  0.00|                 0|             17|             74|              26|     19|            19|            1|
|1112|      31|      0|    0.00|  0.00|                 0|             22|            122|              48|     31|            31|            1|
|1113|      16|      0|    0.00|  0.00|                 0|             12|             62|              22|     16|            16|            1|
|1114|      27|      0|    0.04|  0.01|                 1|             23|            106|              38|     27|            27|            1|
|1115|      15|      0|    0.00|  0.00|                 0|             11|             58|              26|     15|            15|            1|
|1116|      28|      0|    0.00|  0.00|                 0|             20|            110|              40|     28|            28|            1|
|1117|      30|      0|    0.04|  0.01|                 1|             24|            118|              46|     30|            30|            1|
|1118|      31|      0|    0.04|  0.01|                 1|             26|            122|              46|     31|            31|            1|
|1119|      17|      0|    0.00|  0.00|                 0|             11|             66|              24|     17|            17|            1|
|1120|      18|      0|    0.07|  0.01|                 1|             14|             70|              22|     18|            18|            1|
|1121|      37|      0|    0.00|  0.00|                 0|             26|            146|              56|     37|            37|            1|
|1122|      17|      0|    0.07|  0.02|                 1|             14|             66|              26|     17|            17|            1|
|1123|       9|      0|    0.14|  0.03|                 1|              7|             34|              10|      9|             9|            1|
|1124|      19|      0|    0.00|  0.00|                 0|             15|             74|              26|     19|            19|            1|
|1125|      27|      0|    0.00|  0.00|                 0|             21|            106|              40|     27|            27|            1|
|1126|      23|      0|    0.00|  0.00|                 0|             17|             90|              30|     23|            23|            1|
|1127|      15|      0|    0.00|  0.00|                 0|             13|             58|              18|     15|            15|            1|
|1128|       8|      0|    0.00|  0.00|                 0|              6|             30|              10|      8|             8|            1|
|1129|      17|      0|    0.08|  0.02|                 1|             12|             66|              24|     17|            17|            1|
|1130|      12|      0|    0.11|  0.02|                 1|              9|             46|              12|     12|            12|            1|
|1131|      24|      0|    0.05|  0.01|                 1|             20|             94|              40|     24|            24|            1|
|1132|      17|      0|    0.00|  0.00|                 0|             14|             66|              26|     17|            17|            1|
|1133|      12|      0|    0.00|  0.00|                 0|              9|             46|              12|     12|            12|            1|
|1134|       9|      0|    0.00|  0.00|                 0|              8|             34|              12|      9|             9|            1|
|1135|      19|      0|    0.12|  0.03|                 2|             17|             74|              22|     19|            19|            1|
|1136|      17|      0|    0.07|  0.02|                 1|             15|             66|              24|     17|            17|            1|
|1137|      24|      0|    0.05|  0.01|                 1|             19|             94|              32|     24|            24|            1|
|1138|      19|      0|    0.00|  0.00|                 0|             16|             74|              30|     19|            19|            1|
|1139|       7|      0|    0.00|  0.00|                 0|              5|             26|               8|      7|             7|            1|
|1140|      31|      0|    0.00|  0.00|                 0|             23|            122|              40|     31|            31|            1|
|1141|      34|      0|    0.03|  0.01|                 1|             29|            134|              56|     34|            34|            1|
|1142|      22|      0|    0.00|  0.00|                 0|             20|             86|              34|     22|            22|            1|
|1143|      16|      0|    0.00|  0.00|                 0|             11|             62|              20|     16|            16|            1|
|1144|      27|      0|    0.00|  0.00|                 0|             22|            106|              36|     27|            27|            1|
|1145|      26|      0|    0.00|  0.00|                 0|             16|            102|              34|     26|            26|            1|
|1146|      15|      0|    0.08|  0.02|                 1|             12|             58|              20|     15|            15|            1|
|1147|      12|      0|    0.00|  0.00|                 0|              7|             47|              10|     12|            12|            1|
|1148|      35|      0|    0.04|  0.01|                 1|             27|            138|              54|     35|            35|            1|
|1149|      22|      0|    0.06|  0.01|                 1|             18|             86|              28|     22|            22|            1|
|1150|       6|      0|    0.00|  0.00|                 0|              4|             22|               6|      6|             6|            1|
|1151|      41|      0|    0.00|  0.00|                 0|             30|            162|              66|     41|            41|            1|
|1152|      15|      0|    0.00|  0.00|                 0|             11|             58|              16|     15|            15|            1|
|1153|      21|      0|    0.10|  0.01|                 1|             10|             82|              28|     21|            21|            1|
|1154|      38|      0|    0.04|  0.01|                 1|             24|            150|              60|     38|            38|            1|
|1155|      14|      0|    0.00|  0.00|                 0|             11|             54|              16|     14|            14|            1|
|1156|      25|      0|    0.00|  0.00|                 0|             12|             98|              36|     25|            25|            1|
|1157|      23|      0|    0.00|  0.00|                 0|             14|             90|              38|     23|            23|            1|
|1158|      30|      0|    0.06|  0.01|                 1|             16|            118|              44|     30|            30|            1|
|1159|       6|      0|    0.00|  0.00|                 0|              4|             22|               0|      6|             6|            1|
|1160|      30|      0|    0.04|  0.01|                 1|             23|            118|              44|     30|            30|            1|
|1161|      15|      0|    0.00|  0.00|                 0|             12|             58|              16|     15|            15|            1|
|1162|      19|      0|    0.07|  0.01|                 1|             15|             74|              28|     19|            19|            1|
|1163|      26|      0|    0.00|  0.00|                 0|             20|            102|              38|     26|            26|            1|
|1164|      43|      0|    0.03|  0.01|                 1|             30|            170|              62|     43|            43|            1|
|1165|      46|      0|    0.05|  0.01|                 2|             37|            182|              72|     46|            46|            1|
|1166|      18|      0|    0.06|  0.01|                 1|             18|             70|              20|     18|            18|            1|
|1167|      24|      0|    0.00|  0.00|                 0|             18|             94|              32|     24|            24|            1|
|1168|      30|      0|    0.05|  0.01|                 1|             22|            119|              51|     30|            30|            1|
|1169|      25|      0|    0.00|  0.00|                 0|             21|             99|              37|     25|            25|            1|
|1170|      32|      0|    0.00|  0.00|                 0|             20|            126|              46|     32|            32|            1|
|1171|      39|      0|    0.03|  0.01|                 1|             29|            154|              60|     39|            39|            1|
|1172|      17|      0|    0.07|  0.02|                 1|             14|             66|              18|     17|            17|            1|
|1173|      22|      0|    0.00|  0.00|                 0|             18|             86|              30|     22|            22|            1|
|1174|      35|      0|    0.04|  0.01|                 1|             26|            138|              44|     35|            35|            1|
|1175|      19|      0|    0.00|  0.00|                 0|             15|             74|              20|     19|            19|            1|
|1176|      35|      0|    0.00|  0.00|                 0|             26|            138|              56|     35|            35|            1|
|1177|      35|      0|    0.00|  0.00|                 0|             23|            138|              52|     35|            35|            1|
|1178|      31|      0|    0.00|  0.00|                 0|             22|            122|              46|     31|            31|            1|
|1179|      36|      0|    0.03|  0.01|                 1|             30|            142|              50|     36|            36|            1|
|1180|      19|      0|    0.13|  0.03|                 2|             15|             74|              22|     19|            19|            1|
|1181|      19|      0|    0.06|  0.01|                 1|             16|             74|              28|     19|            19|            1|
|1182|      34|      0|    0.00|  0.00|                 0|             23|            134|              48|     34|            34|            1|
|1183|      16|      0|    0.00|  0.00|                 0|             10|             62|              22|     16|            16|            1|
|1184|      12|      0|    0.11|  0.02|                 1|              9|             46|               6|     12|            12|            1|
|1185|      40|      0|    0.00|  0.00|                 0|             28|            158|              54|     40|            40|            1|
|1186|      45|      0|    0.06|  0.01|                 2|             32|            178|              64|     45|            45|            1|
|1187|      48|      0|    0.05|  0.01|                 2|             37|            190|              74|     48|            48|            1|
|1188|      26|      0|    0.04|  0.01|                 1|             23|            102|              44|     26|            26|            1|
|1189|      25|      0|    0.00|  0.00|                 0|             17|             98|              34|     25|            25|            1|
|1190|      41|      0|    0.03|  0.01|                 1|             30|            162|              66|     41|            41|            1|
|1191|      25|      0|    0.05|  0.01|                 1|             21|             98|              38|     25|            25|            1|
|1192|      25|      0|    0.00|  0.00|                 0|             16|             98|              36|     25|            25|            1|
|1193|       9|      0|    0.00|  0.00|                 0|              7|             34|               4|      9|             9|            1|
|1194|      23|      0|    0.05|  0.01|                 1|             20|             90|              32|     23|            23|            1|
|1195|      16|      0|    0.08|  0.02|                 1|             13|             62|              18|     16|            16|            1|
|1196|      32|      0|    0.00|  0.00|                 0|             25|            126|              46|     32|            32|            1|
|1197|      16|      0|    0.00|  0.00|                 0|             12|             63|              21|     16|            16|            1|
|1198|      24|      0|    0.00|  0.00|                 0|             20|             94|              32|     24|            24|            1|
|1199|      23|      0|    0.00|  0.00|                 0|             16|             90|              32|     23|            23|            1|
|1200|      12|      0|    0.00|  0.00|                 0|              8|             46|              12|     12|            12|            1|
|1201|      21|      0|    0.11|  0.02|                 2|             19|             82|              28|     21|            21|            1|
|1202|      42|      0|    0.00|  0.00|                 0|             35|            166|              64|     42|            42|            1|
|1203|      14|      0|    0.00|  0.00|                 0|             11|             54|              20|     14|            14|            1|
|1204|      37|      0|    0.00|  0.00|                 0|             24|            146|              48|     37|            37|            1|
|1205|       7|      0|    0.00|  0.00|                 0|              4|             26|               4|      7|             7|            1|
|1206|      19|      0|    0.00|  0.00|                 0|             15|             74|              22|     19|            19|            1|
|1207|      23|      0|    0.05|  0.01|                 1|             20|             90|              36|     23|            23|            1|
|1208|      13|      0|    0.00|  0.00|                 0|             12|             50|               6|     13|            13|            1|
|1209|      29|      0|    0.00|  0.00|                 0|             22|            114|              42|     29|            29|            1|
|1210|      31|      0|    0.04|  0.01|                 1|             24|            122|              50|     31|            31|            1|
|1211|      25|      0|    0.00|  0.00|                 0|             19|             98|              44|     25|            25|            1|
|1212|      29|      0|    0.05|  0.01|                 1|             19|            114|              44|     29|            29|            1|
|1213|      21|      0|    0.00|  0.00|                 0|             17|             82|              30|     21|            21|            1|
|1214|      15|      0|    0.08|  0.02|                 1|             12|             58|              12|     15|            15|            1|
|1215|      11|      0|    0.20|  0.05|                 2|             10|             42|              10|     11|            11|            1|
|1216|       4|      0|    0.25|  0.07|                 1|              4|             14|               0|      4|             4|            1|
|1217|      17|      0|    0.07|  0.02|                 1|             15|             66|              26|     17|            17|            1|
|1218|       8|      0|    0.29|  0.07|                 2|              7|             30|              10|      8|             8|            1|
|1219|      22|      0|    0.00|  0.00|                 0|             15|             86|              36|     22|            22|            1|
|1220|       9|      0|    0.00|  0.00|                 0|              6|             34|               8|      9|             9|            1|
|1221|      20|      0|    0.07|  0.01|                 1|             14|             78|              28|     20|            20|            1|
|1222|       9|      0|    0.00|  0.00|                 0|              6|             34|              10|      9|             9|            1|
|1223|      22|      0|    0.05|  0.01|                 1|             19|             86|              24|     22|            22|            1|
|1224|      16|      0|    0.00|  0.00|                 0|             12|             62|              24|     16|            16|            1|
|1225|      19|      0|    0.08|  0.01|                 1|             12|             74|              28|     19|            19|            1|
|1226|      13|      0|    0.00|  0.00|                 0|             10|             50|              14|     13|            13|            1|
|1227|      26|      0|    0.00|  0.00|                 0|             16|            102|              36|     26|            26|            1|
|1228|      16|      0|    0.00|  0.00|                 0|             15|             62|              20|     16|            16|            1|
|1229|      24|      0|    0.00|  0.00|                 0|             23|             94|              38|     24|            24|            1|
|1230|      11|      0|    0.00|  0.00|                 0|             11|             42|              14|     11|            11|            1|
|1231|      17|      0|    0.00|  0.00|                 0|             14|             66|              20|     17|            17|            1|
|1232|      15|      0|    0.00|  0.00|                 0|             10|             58|              20|     15|            15|            1|
|1233|      13|      0|    0.00|  0.00|                 0|              7|             50|              12|     13|            13|            1|
|1234|      19|      0|    0.00|  0.00|                 0|             19|             74|              30|     19|            19|            1|
