# Score Result
| ID | length | state | recall | prec | matched_brackets | gold_brackets | test_brackets | cross_brackets | words | correct_tags | tag_accracy |
| 780|      10|      0|    0.86|  1.00|                 6|              7|              6|               0|     10|            10|            1|
| 781|      47|      0|    0.86|  0.83|                24|             28|             29|               2|     47|            47|            1|
| 782|      33|      0|    0.93|  0.96|                27|             29|             28|               0|     33|            33|            1|
| 783|      27|      0|    0.90|  1.00|                18|             20|             18|               0|     27|            27|            1|
| 784|      30|      0|    0.89|  0.89|                16|             18|             18|               2|     30|            30|            1|
| 785|      25|      0|    0.55|  0.63|                12|             22|             19|               5|     25|            25|            1|
| 786|       7|      0|    1.00|  1.00|                 4|              4|              4|               0|      7|             7|            1|
| 787|      12|      0|    0.92|  0.92|                11|             12|             12|               0|     12|            12|            1|
| 788|      39|      0|    0.95|  1.00|                20|             21|             20|               0|     39|            39|            1|
| 789|      15|      0|    1.00|  1.00|                 9|              9|              9|               0|     15|            15|            1|
| 790|      12|      0|    0.86|  0.86|                 6|              7|              7|               0|     12|            12|            1|
| 791|      37|      0|    0.84|  0.81|                21|             25|             26|               3|     37|            37|            1|
| 792|      24|      0|    0.68|  0.68|                13|             19|             19|               2|     24|            24|            1|
| 793|      26|      0|    0.89|  0.84|                16|             18|             19|               1|     26|            26|            1|
| 794|      38|      0|    0.84|  0.90|                26|             31|             29|               1|     38|            38|            1|
| 795|      19|      0|    0.93|  0.88|                14|             15|             16|               0|     19|            19|            1|
| 796|      28|      0|    0.96|  0.96|                22|             23|             23|               0|     28|            28|            1|
| 797|      24|      0|    1.00|  1.00|                20|             20|             20|               0|     24|            24|            1|
| 798|      25|      0|    1.00|  0.95|                20|             20|             21|               0|     25|            25|            1|
| 799|       4|      0|    1.00|  1.00|                 3|              3|              3|               0|      4|             4|            1|
| 800|      16|      0|    1.00|  1.00|                12|             12|             12|               0|     16|            16|            1|
| 801|      18|      0|    0.47|  0.62|                 8|             17|             13|               3|     18|            18|            1|
| 802|      25|      0|    0.84|  0.91|                21|             25|             23|               1|     25|            25|            1|
| 803|      15|      0|    1.00|  1.00|                11|             11|             11|               0|     15|            15|            1|
| 804|      24|      0|    0.94|  0.94|                17|             18|             18|               0|     24|            24|            1|
| 805|      12|      0|    1.00|  1.00|                 8|              8|              8|               0|     12|            12|            1|
| 806|      35|      0|    0.73|  0.83|                19|             26|             23|               1|     35|            35|            1|
| 807|      37|      0|    0.97|  0.92|                33|             34|             36|               0|     37|            37|            1|
| 808|      24|      0|    0.83|  0.88|                15|             18|             17|               0|     24|            24|            1|
| 809|      11|      0|    0.89|  0.89|                 8|              9|              9|               0|     11|            11|            1|
| 810|      32|      0|    0.82|  0.77|                23|             28|             30|               4|     32|            32|            1|
| 811|      12|      0|    0.80|  1.00|                 8|             10|              8|               0|     12|            12|            1|
| 812|      21|      0|    0.76|  0.81|                13|             17|             16|               0|     21|            21|            1|
| 813|      24|      0|    1.00|  1.00|                17|             17|             17|               0|     24|            24|            1|
| 814|      25|      0|    0.95|  0.90|                19|             20|             21|               2|     25|            25|            1|
| 815|      23|      0|    1.00|  1.00|                13|             13|             13|               0|     23|            23|            1|
| 816|       4|      0|    1.00|  1.00|                 4|              4|              4|               0|      4|             4|            1|
| 817|       6|      0|    1.00|  1.00|                 5|              5|              5|               0|      6|             6|            1|
| 818|      15|      0|    0.75|  0.75|                 6|              8|              8|               1|     15|            15|            1|
| 819|      14|      0|    0.73|  0.73|                 8|             11|             11|               1|     14|            14|            1|
| 820|      17|      0|    0.77|  0.83|                10|             13|             12|               0|     17|            17|            1|
| 821|      27|      0|    0.95|  0.95|                18|             19|             19|               1|     27|            27|            1|
| 822|      15|      0|    0.89|  0.89|                 8|              9|              9|               1|     15|            15|            1|
| 823|      26|      0|    0.53|  0.67|                10|             19|             15|               2|     26|            26|            1|
| 824|      27|      0|    1.00|  1.00|                29|             29|             29|               0|     27|            27|            1|
| 825|      27|      0|    0.91|  0.95|                20|             22|             21|               0|     27|            27|            1|
| 826|      15|      0|    1.00|  0.90|                 9|              9|             10|               0|     15|            15|            1|
| 827|       7|      0|    1.00|  1.00|                 5|              5|              5|               0|      7|             7|            1|
| 828|      30|      0|    1.00|  1.00|                19|             19|             19|               0|     30|            30|            1|
| 829|      27|      0|    0.80|  0.76|                16|             20|             21|               2|     27|            27|            1|
| 830|      23|      0|    0.87|  0.87|                13|             15|             15|               1|     23|            23|            1|
| 831|      15|      0|    0.80|  0.80|                 8|             10|             10|               1|     15|            15|            1|
| 832|      27|      0|    0.94|  1.00|                17|             18|             17|               0|     27|            27|            1|
| 833|      61|      0|    0.70|  0.65|                28|             40|             43|               7|     61|            61|            1|
| 834|      16|      0|    0.83|  0.67|                10|             12|             15|               2|     16|            16|            1|
| 835|      20|      0|    0.84|  0.89|                16|             19|             18|               0|     20|            20|            1|
| 836|      27|      0|    0.94|  0.81|                17|             18|             21|               1|     27|            27|            1|
| 837|      24|      0|    0.82|  0.93|                14|             17|             15|               1|     24|            24|            1|
| 838|      37|      0|    1.00|  0.97|                28|             28|             29|               0|     37|            37|            1|
| 839|      15|      0|    0.92|  0.85|                11|             12|             13|               0|     15|            15|            1|
| 840|      47|      0|    0.83|  0.83|                30|             36|             36|               4|     47|            47|            1|
| 841|      30|      0|    0.84|  0.89|                16|             19|             18|               0|     30|            30|            1|
| 842|      14|      0|    1.00|  1.00|                11|             11|             11|               0|     14|            14|            1|
| 843|      16|      0|    1.00|  1.00|                11|             11|             11|               0|     16|            16|            1|
| 844|      34|      0|    0.87|  0.95|                20|             23|             21|               1|     34|            34|            1|
| 845|      14|      0|    1.00|  1.00|                 5|              5|              5|               0|     14|            14|            1|
| 846|      26|      0|    0.84|  1.00|                21|             25|             21|               0|     26|            26|            1|
| 847|      18|      0|    0.90|  0.69|                 9|             10|             13|               0|     18|            18|            1|
| 848|      23|      0|    0.88|  0.93|                14|             16|             15|               0|     23|            23|            1|
| 849|      33|      0|    0.83|  0.87|                20|             24|             23|               3|     33|            33|            1|
| 850|      34|      0|    1.00|  1.00|                30|             30|             30|               0|     34|            34|            1|
| 851|      11|      0|    1.00|  1.00|                11|             11|             11|               0|     11|            11|            1|
| 852|      23|      0|    0.86|  1.00|                19|             22|             19|               0|     23|            23|            1|
| 853|      20|      0|    1.00|  1.00|                12|             12|             12|               0|     20|            20|            1|
| 854|      30|      0|    0.78|  0.78|                14|             18|             18|               2|     30|            30|            1|
| 855|      29|      0|    0.70|  0.67|                16|             23|             24|               6|     29|            29|            1|
| 856|      36|      0|    0.90|  0.87|                26|             29|             30|               2|     36|            36|            1|
| 857|      41|      0|    0.79|  0.84|                27|             34|             32|               3|     41|            41|            1|
| 858|      10|      0|    1.00|  1.00|                 9|              9|              9|               0|     10|            10|            1|
| 859|      27|      0|    0.93|  0.96|                25|             27|             26|               0|     27|            27|            1|
| 860|      28|      0|    0.95|  0.95|                19|             20|             20|               0|     28|            28|            1|
| 861|      42|      0|    0.88|  0.88|                28|             32|             32|               1|     42|            42|            1|
| 862|      19|      0|    1.00|  1.00|                12|             12|             12|               0|     19|            19|            1|
| 863|      12|      0|    1.00|  1.00|                12|             12|             12|               0|     12|            12|            1|
| 864|       5|      0|    1.00|  1.00|                 4|              4|              4|               0|      5|             5|            1|
| 865|      13|      0|    0.60|  0.55|                 6|             10|             11|               4|     13|            13|            1|
| 866|      18|      0|    0.82|  0.82|                14|             17|             17|               2|     18|            18|            1|
| 867|       7|      0|    1.00|  1.00|                 6|              6|              6|               0|      7|             7|            1|
| 868|      38|      0|    0.94|  0.97|                31|             33|             32|               0|     38|            38|            1|
| 869|      15|      0|    1.00|  1.00|                 9|              9|              9|               0|     15|            15|            1|
| 870|      12|      0|    1.00|  0.89|                 8|              8|              9|               0|     12|            12|            1|
| 871|      11|      0|    1.00|  1.00|                 7|              7|              7|               0|     11|            11|            1|
| 872|      32|      0|    0.82|  0.95|                18|             22|             19|               1|     32|            32|            1|
| 873|      38|      0|    0.85|  0.92|                22|             26|             24|               0|     38|            38|            1|
| 874|      30|      0|    0.95|  0.91|                21|             22|             23|               0|     30|            30|            1|
| 875|       5|      0|    1.00|  1.00|                 5|              5|              5|               0|      5|             5|            1|
| 876|      21|      0|    0.75|  0.86|                12|             16|             14|               1|     21|            21|            1|
| 877|      31|      0|    0.84|  0.80|                16|             19|             20|               2|     31|            31|            1|
| 878|      32|      0|    0.87|  0.91|                20|             23|             22|               2|     32|            32|            1|
| 879|      40|      0|    0.79|  0.73|                27|             34|             37|               5|     40|            40|            1|
| 880|      19|      0|    1.00|  1.00|                11|             11|             11|               0|     19|            19|            1|
| 881|      12|      0|    1.00|  1.00|                 8|              8|              8|               0|     12|            12|            1|
| 882|      43|      0|    0.94|  0.94|                31|             33|             33|               1|     43|            43|            1|
| 883|      38|      0|    0.93|  0.88|                28|             30|             32|               2|     38|            38|            1|
| 884|      51|      0|    0.89|  0.86|                32|             36|             37|               5|     51|            51|            1|
| 885|      17|      0|    0.86|  0.80|                12|             14|             15|               1|     17|            17|            1|
| 886|      21|      0|    1.00|  1.00|                14|             14|             14|               0|     21|            21|            1|
| 887|      38|      0|    0.96|  1.00|                24|             25|             24|               0|     38|            38|            1|
| 888|      40|      0|    0.92|  0.89|                24|             26|             27|               1|     40|            40|            1|
| 889|      41|      0|    0.91|  0.85|                29|             32|             34|               2|     41|            41|            1|
| 890|      25|      0|    1.00|  0.95|                19|             19|             20|               0|     25|            25|            1|
| 891|      15|      0|    1.00|  1.00|                10|             10|             10|               0|     15|            15|            1|
| 892|      41|      0|    0.93|  0.96|                26|             28|             27|               0|     41|            41|            1|
| 893|      44|      0|    0.76|  0.78|                25|             33|             32|               4|     44|            44|            1|
| 894|      25|      0|    0.88|  0.91|                21|             24|             23|               0|     25|            25|            1|
| 895|      19|      0|    0.93|  1.00|                13|             14|             13|               0|     19|            19|            1|
| 896|      30|      0|    0.91|  0.97|                30|             33|             31|               1|     30|            30|            1|
| 897|      31|      0|    0.93|  0.96|                25|             27|             26|               0|     31|            31|            1|
| 898|      27|      0|    0.77|  0.77|                17|             22|             22|               2|     27|            27|            1|
| 899|      38|      0|    0.78|  0.91|                29|             37|             32|               2|     38|            38|            1|
| 900|       8|      0|    0.83|  0.83|                 5|              6|              6|               0|      8|             8|            1|
| 901|      30|      0|    0.96|  0.90|                26|             27|             29|               1|     30|            30|            1|
| 902|      23|      0|    0.93|  0.93|                14|             15|             15|               0|     23|            23|            1|
| 903|      25|      0|    0.95|  0.90|                18|             19|             20|               0|     25|            25|            1|
| 904|      41|      0|    0.63|  0.65|                17|             27|             26|               6|     41|            41|            1|
| 905|      47|      0|    0.85|  0.85|                29|             34|             34|               3|     47|            47|            1|
| 906|      19|      0|    0.94|  0.88|                15|             16|             17|               1|     19|            19|            1|
| 907|      30|      0|    1.00|  1.00|                25|             25|             25|               0|     30|            30|            1|
| 908|      29|      0|    0.84|  0.89|                16|             19|             18|               0|     29|            29|            1|
| 909|      43|      0|    0.97|  0.97|                30|             31|             31|               1|     43|            43|            1|
| 910|      30|      0|    0.96|  0.92|                23|             24|             25|               1|     30|            30|            1|
| 911|      48|      0|    0.78|  0.80|                28|             36|             35|               5|     48|            48|            1|
| 912|      40|      0|    0.97|  1.00|                28|             29|             28|               0|     40|            40|            1|
| 913|      11|      0|    1.00|  1.00|                11|             11|             11|               0|     11|            11|            1|
| 914|      31|      0|    0.88|  0.92|                23|             26|             25|               2|     31|            31|            1|
| 915|      27|      0|    0.95|  0.95|                20|             21|             21|               0|     27|            27|            1|
| 916|      14|      0|    0.56|  0.56|                 5|              9|              9|               3|     14|            14|            1|
| 917|      13|      0|    1.00|  1.00|                11|             11|             11|               0|     13|            13|            1|
| 918|      35|      0|    0.90|  0.87|                26|             29|             30|               2|     35|            35|            1|
| 919|      27|      0|    0.95|  0.95|                21|             22|             22|               0|     27|            27|            1|
| 920|      46|      0|    0.97|  1.00|                29|             30|             29|               0|     46|            46|            1|
| 921|      23|      0|    1.00|  1.00|                20|             20|             20|               0|     23|            23|            1|
| 922|      22|      0|    0.93|  1.00|                13|             14|             13|               0|     22|            22|            1|
| 923|      30|      0|    0.95|  1.00|                19|             20|             19|               0|     30|            30|            1|
| 924|       7|      0|    1.00|  1.00|                 4|              4|              4|               0|      7|             7|            1|
| 925|      23|      0|    1.00|  1.00|                17|             17|             17|               0|     23|            23|            1|
| 926|       9|      0|    1.00|  1.00|                 8|              8|              8|               0|      9|             9|            1|
| 927|      27|      0|    0.90|  0.90|                19|             21|             21|               2|     27|            27|            1|
| 928|      26|      0|    0.74|  0.82|                14|             19|             17|               2|     26|            26|            1|
| 929|      20|      0|    0.81|  0.87|                13|             16|             15|               2|     20|            20|            1|
| 930|       8|      0|    1.00|  1.00|                 5|              5|              5|               0|      8|             8|            1|
| 931|      27|      0|    0.88|  0.94|                15|             17|             16|               0|     27|            27|            1|
| 932|      22|      0|    0.94|  0.94|                16|             17|             17|               0|     22|            22|            1|
| 933|      25|      0|    1.00|  1.00|                16|             16|             16|               0|     25|            25|            1|
| 934|      21|      0|    1.00|  1.00|                23|             23|             23|               0|     21|            21|            1|
| 935|      14|      0|    1.00|  1.00|                15|             15|             15|               0|     14|            14|            1|
| 936|      29|      0|    0.81|  0.81|                17|             21|             21|               1|     29|            29|            1|
| 937|      14|      0|    0.86|  0.86|                 6|              7|              7|               0|     14|            14|            1|
| 938|      30|      0|    1.00|  0.96|                25|             25|             26|               0|     30|            30|            1|
| 939|      34|      0|    0.96|  1.00|                22|             23|             22|               0|     34|            34|            1|
| 940|      13|      0|    0.92|  1.00|                11|             12|             11|               0|     13|            13|            1|
| 941|      18|      0|    0.94|  0.94|                16|             17|             17|               0|     18|            18|            1|
| 942|      14|      0|    1.00|  1.00|                10|             10|             10|               0|     14|            14|            1|
| 943|      16|      0|    0.93|  0.93|                14|             15|             15|               0|     16|            16|            1|
| 944|      26|      0|    0.80|  0.80|                12|             15|             15|               0|     26|            26|            1|
| 945|      11|      0|    1.00|  0.88|                 7|              7|              8|               0|     11|            11|            1|
| 946|      23|      0|    0.88|  1.00|                15|             17|             15|               0|     23|            23|            1|
| 947|      25|      0|    1.00|  1.00|                17|             17|             17|               0|     25|            25|            1|
| 948|      12|      0|    1.00|  1.00|                 7|              7|              7|               0|     12|            12|            1|
| 949|      26|      0|    1.00|  1.00|                22|             22|             22|               0|     26|            26|            1|
| 950|      19|      0|    0.92|  1.00|                12|             13|             12|               0|     19|            19|            1|
| 951|      13|      0|    1.00|  1.00|                10|             10|             10|               0|     13|            13|            1|
| 952|      35|      0|    0.90|  0.96|                27|             30|             28|               0|     35|            35|            1|
| 953|      35|      0|    0.93|  0.84|                27|             29|             32|               1|     35|            35|            1|
| 954|      19|      0|    0.87|  0.76|                13|             15|             17|               1|     19|            19|            1|
| 955|      27|      0|    0.88|  0.93|                14|             16|             15|               1|     27|            27|            1|
| 956|      14|      0|    0.90|  0.90|                 9|             10|             10|               0|     14|            14|            1|
| 957|      33|      0|    0.92|  0.89|                24|             26|             27|               2|     33|            33|            1|
| 958|      22|      0|    0.94|  0.94|                15|             16|             16|               0|     22|            22|            1|
| 959|      30|      0|    0.69|  0.69|                18|             26|             26|               5|     30|            30|            1|
| 960|      29|      0|    0.70|  0.84|                16|             23|             19|               2|     29|            29|            1|
| 961|       9|      0|    1.00|  1.00|                 8|              8|              8|               0|      9|             9|            1|
| 962|      14|      0|    1.00|  1.00|                12|             12|             12|               0|     14|            14|            1|
| 963|      16|      0|    1.00|  0.93|                14|             14|             15|               0|     16|            16|            1|
| 964|      38|      0|    0.90|  0.93|                27|             30|             29|               1|     38|            38|            1|
| 965|      24|      0|    1.00|  0.90|                19|             19|             21|               0|     24|            24|            1|
| 966|      20|      0|    1.00|  0.94|                16|             16|             17|               0|     20|            20|            1|
| 967|      20|      0|    0.64|  0.58|                 7|             11|             12|               0|     20|            20|            1|
| 968|       8|      0|    0.88|  1.00|                 7|              8|              7|               0|      8|             8|            1|
| 969|      35|      0|    0.92|  1.00|                23|             25|             23|               0|     35|            35|            1|
| 970|      37|      0|    0.96|  1.00|                27|             28|             27|               0|     37|            37|            1|
| 971|      24|      0|    1.00|  1.00|                17|             17|             17|               0|     24|            24|            1|
| 972|      25|      0|    1.00|  1.00|                15|             15|             15|               0|     25|            25|            1|
| 973|      14|      0|    0.50|  0.62|                 5|             10|              8|               2|     14|            14|            1|
| 974|      12|      0|    0.71|  0.71|                 5|              7|              7|               1|     12|            12|            1|
| 975|       2|      0|    1.00|  1.00|                 1|              1|              1|               0|      2|             2|            1|
| 976|      11|      0|    0.55|  0.60|                 6|             11|             10|               3|     11|            11|            1|
| 977|      25|      0|    0.84|  0.94|                16|             19|             17|               1|     25|            25|            1|
| 978|      14|      0|    1.00|  1.00|                10|             10|             10|               0|     14|            14|            1|
| 979|      26|      0|    0.74|  0.89|                17|             23|             19|               2|     26|            26|            1|
| 980|      14|      0|    1.00|  1.00|                 7|              7|              7|               0|     14|            14|            1|
| 981|      30|      0|    0.90|  0.95|                18|             20|             19|               1|     30|            30|            1|
| 982|      29|      0|    0.70|  0.78|                14|             20|             18|               3|     29|            29|            1|
| 983|       5|      0|    0.25|  0.25|                 1|              4|              4|               0|      5|             5|            1|
| 984|      14|      0|    0.75|  1.00|                 9|             12|              9|               0|     14|            14|            1|
| 985|      15|      0|    1.00|  1.00|                11|             11|             11|               0|     15|            15|            1|
| 986|      21|      0|    1.00|  1.00|                13|             13|             13|               0|     21|            21|            1|
| 987|       7|      0|    1.00|  1.00|                 5|              5|              5|               0|      7|             7|            1|
| 988|      19|      0|    1.00|  1.00|                 9|              9|              9|               0|     19|            19|            1|
| 989|       2|      0|    1.00|  1.00|                 1|              1|              1|               0|      2|             2|            1|
| 990|      11|      0|    0.83|  0.83|                 5|              6|              6|               0|     11|            11|            1|
| 991|       6|      0|    1.00|  1.00|                 4|              4|              4|               0|      6|             6|            1|
| 992|       2|      0|    1.00|  1.00|                 1|              1|              1|               0|      2|             2|            1|
| 993|      12|      0|    1.00|  1.00|                 9|              9|              9|               0|     12|            12|            1|
| 994|      25|      0|    1.00|  0.89|                16|             16|             18|               0|     25|            25|            1|
| 995|       6|      0|    1.00|  1.00|                 4|              4|              4|               0|      6|             6|            1|
| 996|      23|      0|    0.94|  0.94|                16|             17|             17|               0|     23|            23|            1|
| 997|      39|      0|    0.86|  1.00|                31|             36|             31|               0|     39|            39|            1|
| 998|       2|      0|    1.00|  1.00|                 1|              1|              1|               0|      2|             2|            1|
| 999|      19|      0|    0.94|  1.00|                15|             16|             15|               0|     19|            19|            1|
|1000|      33|      0|    0.76|  0.81|                25|             33|             31|               4|     33|            33|            1|
|1001|      46|      0|    0.86|  0.89|                31|             36|             35|               0|     46|            46|            1|
|1002|      16|      0|    0.89|  1.00|                 8|              9|              8|               0|     16|            16|            1|
|1003|      12|      0|    0.70|  0.78|                 7|             10|              9|               0|     12|            12|            1|
|1004|      33|      0|    0.89|  0.94|                17|             19|             18|               0|     33|            33|            1|
|1005|      39|      0|    0.97|  1.00|                30|             31|             30|               0|     39|            39|            1|
|1006|      25|      0|    0.70|  0.64|                14|             20|             22|               2|     25|            25|            1|
|1007|      10|      0|    1.00|  0.86|                 6|              6|              7|               0|     10|            10|            1|
|1008|       1|      0|    1.00|  1.00|                 1|              1|              1|               0|      1|             1|            1|
|1009|      18|      0|    0.82|  0.82|                 9|             11|             11|               1|     18|            18|            1|
|1010|      29|      0|    0.81|  0.81|                17|             21|             21|               4|     29|            29|            1|
|1011|      29|      0|    1.00|  1.00|                27|             27|             27|               0|     29|            29|            1|
|1012|      41|      0|    0.83|  0.85|                29|             35|             34|               2|     41|            41|            1|
|1013|       8|      0|    1.00|  1.00|                 6|              6|              6|               0|      8|             8|            1|
|1014|      22|      0|    0.91|  0.91|                21|             23|             23|               0|     22|            22|            1|
|1015|      30|      0|    1.00|  1.00|                20|             20|             20|               0|     30|            30|            1|
|1016|      20|      0|    0.81|  0.76|                13|             16|             17|               4|     20|            20|            1|
|1017|      26|      0|    0.72|  0.68|                13|             18|             19|               3|     26|            26|            1|
|1018|      23|      0|    0.80|  0.71|                12|             15|             17|               2|     23|            23|            1|
|1019|      10|      0|    1.00|  1.00|                 6|              6|              6|               0|     10|            10|            1|
|1020|      39|      0|    0.79|  0.86|                19|             24|             22|               3|     39|            39|            1|
|1021|      37|      0|    0.66|  0.75|                21|             32|             28|               6|     37|            37|            1|
|1022|      38|      0|    0.96|  0.96|                23|             24|             24|               0|     38|            38|            1|
|1023|      23|      0|    0.93|  1.00|                14|             15|             14|               0|     23|            23|            1|
|1024|      20|      0|    1.00|  1.00|                18|             18|             18|               0|     20|            20|            1|
|1025|      36|      0|    0.44|  0.48|                14|             32|             29|              14|     36|            36|            1|
|1026|      49|      0|    0.88|  0.84|                36|             41|             43|               2|     49|            49|            1|
|1027|      16|      0|    0.75|  0.67|                 6|              8|              9|               0|     16|            16|            1|
|1028|      18|      0|    0.88|  1.00|                 7|              8|              7|               0|     18|            18|            1|
|1029|      52|      0|    0.94|  0.91|                31|             33|             34|               1|     52|            52|            1|
|1030|      12|      0|    1.00|  1.00|                10|             10|             10|               0|     12|            12|            1|
|1031|      13|      0|    1.00|  1.00|                10|             10|             10|               0|     13|            13|            1|
|1032|      16|      0|    0.82|  1.00|                 9|             11|              9|               0|     16|            16|            1|
|1033|      33|      0|    0.76|  0.80|                16|             21|             20|               1|     33|            33|            1|
|1034|      29|      0|    0.95|  0.95|                20|             21|             21|               0|     29|            29|            1|
|1035|       9|      0|    1.00|  1.00|                 5|              5|              5|               0|      9|             9|            1|
|1036|      24|      0|    1.00|  1.00|                17|             17|             17|               0|     24|            24|            1|
|1037|      44|      0|    0.83|  0.88|                29|             35|             33|               2|     44|            44|            1|
|1038|      13|      0|    0.90|  0.90|                 9|             10|             10|               0|     13|            13|            1|
|1039|      20|      0|    0.74|  0.74|                14|             19|             19|               4|     20|            20|            1|
|1040|      33|      0|    0.64|  0.75|                18|             28|             24|               4|     33|            33|            1|
|1041|      20|      0|    0.92|  0.86|                12|             13|             14|               1|     20|            20|            1|
|1042|      24|      0|    0.57|  0.80|                 8|             14|             10|               2|     24|            24|            1|
|1043|      19|      0|    1.00|  1.00|                13|             13|             13|               0|     19|            19|            1|
|1044|      19|      0|    1.00|  1.00|                13|             13|             13|               0|     19|            19|            1|
|1045|      20|      0|    1.00|  1.00|                13|             13|             13|               0|     20|            20|            1|
|1046|      45|      0|    0.88|  0.85|                28|             32|             33|               3|     45|            45|            1|
|1047|      12|      0|    1.00|  1.00|                 8|              8|              8|               0|     12|            12|            1|
|1048|      53|      0|    0.70|  0.74|                26|             37|             35|               9|     53|            53|            1|
|1049|      32|      0|    1.00|  0.96|                24|             24|             25|               0|     32|            32|            1|
|1050|      37|      0|    0.77|  0.71|                20|             26|             28|               4|     37|            37|            1|
|1051|      20|      0|    1.00|  1.00|                14|             14|             14|               0|     20|            20|            1|
|1052|      15|      0|    1.00|  1.00|                11|             11|             11|               0|     15|            15|            1|
|1053|      21|      0|    0.94|  0.94|                16|             17|             17|               0|     21|            21|            1|
|1054|      24|      0|    0.78|  0.78|                14|             18|             18|               2|     24|            24|            1|
|1055|      41|      0|    0.70|  0.67|                26|             37|             39|              10|     41|            41|            1|
|1056|      32|      0|    0.93|  0.93|                26|             28|             28|               1|     32|            32|            1|
|1057|      12|      0|    0.78|  1.00|                 7|              9|              7|               0|     12|            12|            1|
|1058|      17|      0|    0.73|  0.79|                11|             15|             14|               0|     17|            17|            1|
|1059|      18|      0|    1.00|  1.00|                19|             19|             19|               0|     18|            18|            1|
|1060|      19|      0|    0.81|  0.81|                13|             16|             16|               2|     19|            19|            1|
|1061|      13|      0|    1.00|  1.00|                 9|              9|              9|               0|     13|            13|            1|
|1062|      35|      0|    0.95|  0.86|                19|             20|             22|               0|     35|            35|            1|
|1063|      28|      0|    1.00|  1.00|                22|             22|             22|               0|     28|            28|            1|
|1064|      32|      0|    0.88|  0.96|                23|             26|             24|               1|     32|            32|            1|
|1065|      41|      0|    0.72|  0.74|                23|             32|             31|               6|     41|            41|            1|
|1066|      29|      0|    0.81|  0.84|                21|             26|             25|               1|     29|            29|            1|
|1067|      25|      0|    0.90|  0.90|                18|             20|             20|               1|     25|            25|            1|
|1068|      31|      0|    0.93|  0.97|                28|             30|             29|               0|     31|            31|            1|
|1069|      24|      0|    0.81|  0.85|                17|             21|             20|               1|     24|            24|            1|
|1070|      34|      0|    1.00|  1.00|                22|             22|             22|               0|     34|            34|            1|
|1071|      31|      0|    1.00|  1.00|                20|             20|             20|               0|     31|            31|            1|
|1072|      15|      0|    1.00|  1.00|                13|             13|             13|               0|     15|            15|            1|
|1073|      24|      0|    0.71|  0.71|                17|             24|             24|               6|     24|            24|            1|
|1074|      10|      0|    0.86|  1.00|                 6|              7|              6|               0|     10|            10|            1|
|1075|      23|      0|    0.95|  0.95|                19|             20|             20|               1|     23|            23|            1|
|1076|      15|      0|    1.00|  1.00|                14|             14|             14|               0|     15|            15|            1|
|1077|      15|      0|    1.00|  1.00|                 6|              6|              6|               0|     15|            15|            1|
|1078|      31|      0|    0.90|  0.90|                19|             21|             21|               0|     31|            31|            1|
|1079|      28|      0|    1.00|  1.00|                19|             19|             19|               0|     28|            28|            1|
|1080|      26|      0|    0.87|  0.83|                20|             23|             24|               0|     26|            26|            1|
|1081|      21|      0|    0.94|  0.94|                16|             17|             17|               0|     21|            21|            1|
|1082|      25|      0|    1.00|  1.00|                22|             22|             22|               0|     25|            25|            1|
|1083|      16|      0|    1.00|  1.00|                12|             12|             12|               0|     16|            16|            1|
|1084|      11|      0|    1.00|  1.00|                 7|              7|              7|               0|     11|            11|            1|
|1085|      27|      0|    1.00|  0.92|                11|             11|             12|               0|     27|            27|            1|
|1086|      22|      0|    1.00|  1.00|                12|             12|             12|               0|     22|            22|            1|
|1087|       6|      0|    0.80|  0.67|                 4|              5|              6|               0|      6|             6|            1|
|1088|      13|      0|    0.57|  1.00|                 4|              7|              4|               0|     13|            13|            1|
|1089|      10|      0|    1.00|  1.00|                 9|              9|              9|               0|     10|            10|            1|
|1090|      14|      0|    0.77|  0.83|                10|             13|             12|               1|     14|            14|            1|
